MsgID.GLOBAL_POSITION,1522203038.9614701,-122.3974527,37.7924791,0.2210000
MsgID.LOCAL_VELOCITY,1522203038.9614701,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1522203038.9624999,-0.1511099,0.0422465,-0.2226874
MsgID.LOCAL_VELOCITY,1522203038.9624999,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1522203038.9632504,-122.3974530,37.7924786,0.2220000
MsgID.LOCAL_VELOCITY,1522203038.9632504,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1522203038.9639695,-0.2163570,-0.0002240,-0.2210593
MsgID.LOCAL_VELOCITY,1522203038.9639695,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1522203038.9646711,-122.3974543,37.7924788,0.2130000
MsgID.LOCAL_VELOCITY,1522203038.9646711,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1522203038.9653821,-0.1430630,-0.1030225,-0.2107531
MsgID.LOCAL_VELOCITY,1522203038.9653821,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1522203038.9665968,False,False
MsgID.GLOBAL_HOME,1522203038.9682949,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1522203038.9689164,-122.3974543,37.7924806,0.1950000
MsgID.LOCAL_VELOCITY,1522203038.9689164,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1522203038.9696677,0.0354451,-0.0768172,-0.1922740
MsgID.LOCAL_VELOCITY,1522203038.9696677,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1522203038.9970691,-122.3974517,37.7924795,0.1710000
MsgID.LOCAL_VELOCITY,1522203038.9970691,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1522203039.0466743,-0.1465902,0.1755759,-0.1677576
MsgID.LOCAL_VELOCITY,1522203039.0466743,0.0000070,-0.0000143,0.0000213
MsgID.GLOBAL_POSITION,1522203039.2479153,-122.3974518,37.7924785,0.1440000
MsgID.LOCAL_VELOCITY,1522203039.2479153,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1522203039.2970145,-0.1746528,0.0794463,-0.1395048
MsgID.LOCAL_VELOCITY,1522203039.2970145,-0.0000276,0.0000011,0.0000180
MsgID.GLOBAL_POSITION,1522203039.4983630,-122.3974539,37.7924804,0.1170000
MsgID.LOCAL_VELOCITY,1522203039.4983630,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1522203039.5470476,0.0191065,-0.0435886,-0.1102169
MsgID.LOCAL_VELOCITY,1522203039.5470476,0.0000174,-0.0000129,0.0000184
MsgID.STATE,1522203039.7027388,True,True
MsgID.GLOBAL_HOME,1522203062.3827121,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1522203062.3829353,-122.3974517,37.7924797,0.0880000
MsgID.LOCAL_VELOCITY,1522203062.3829353,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1522203062.3831687,-0.1484158,0.1935808,-0.0808937
MsgID.LOCAL_VELOCITY,1522203062.3831687,0.0000064,-0.0000127,0.0000190
MsgID.GLOBAL_POSITION,1522203062.3833816,-122.3974504,37.7924779,0.0560000
MsgID.LOCAL_VELOCITY,1522203062.3833816,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1522203062.3835859,-0.2957577,0.2296911,-0.0468091
MsgID.LOCAL_VELOCITY,1522203062.3835859,-0.0000189,0.0000076,0.0000139
MsgID.GLOBAL_POSITION,1522203062.3837924,-122.3974525,37.7924786,0.0200000
MsgID.LOCAL_VELOCITY,1522203062.3837924,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1522203062.3839979,-0.1700124,0.0363772,-0.0152392
MsgID.LOCAL_VELOCITY,1522203062.3839979,-0.0000200,-0.0000027,0.0000178
MsgID.GLOBAL_POSITION,1522203062.3842051,-122.3974533,37.7924797,-0.0130000
MsgID.LOCAL_VELOCITY,1522203062.3842051,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1522203062.3844128,-0.0827022,-0.0052146,0.0178695
MsgID.LOCAL_VELOCITY,1522203062.3844128,0.0000036,-0.0000479,0.0000189
MsgID.STATE,1522203062.3847640,True,True
MsgID.GLOBAL_HOME,1522203062.3852394,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1522203062.3854172,-122.3974534,37.7924792,-0.0440000
MsgID.LOCAL_VELOCITY,1522203062.3854172,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1522203062.3856323,-0.1371476,-0.0026575,0.0473772
MsgID.LOCAL_VELOCITY,1522203062.3856323,0.0000025,-0.0000141,0.0000169
MsgID.GLOBAL_POSITION,1522203062.3858614,-122.3974514,37.7924794,-0.0630000
MsgID.LOCAL_VELOCITY,1522203062.3858614,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1522203062.3861477,-0.0811034,0.1997029,0.0661195
MsgID.LOCAL_VELOCITY,1522203062.3861477,-0.0000078,-0.0000069,0.0000190
MsgID.GLOBAL_POSITION,1522203062.3863723,-122.3974514,37.7924807,-0.0690000
MsgID.LOCAL_VELOCITY,1522203062.3863723,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1522203062.3865862,0.0428248,0.0909832,0.0689087
MsgID.LOCAL_VELOCITY,1522203062.3865862,-0.0000050,0.0000112,0.0000160
MsgID.GLOBAL_POSITION,1522203062.3868062,-122.3974539,37.7924801,-0.0610000
MsgID.LOCAL_VELOCITY,1522203062.3868062,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1522203062.3870146,-0.0686858,-0.0326870,0.0573234
MsgID.LOCAL_VELOCITY,1522203062.3870146,-0.0000129,-0.0000220,0.0000183
MsgID.STATE,1522203062.3873112,True,True
MsgID.GLOBAL_HOME,1522203062.3875325,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1522203062.3877044,-122.3974517,37.7924794,-0.0390000
MsgID.LOCAL_VELOCITY,1522203062.3877044,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1522203062.3879178,-0.1096866,0.1895490,0.0309747
MsgID.LOCAL_VELOCITY,1522203062.3879178,-0.0000038,0.0000110,0.0000176
MsgID.GLOBAL_POSITION,1522203062.3881404,-122.3974510,37.7924794,-0.0010000
MsgID.LOCAL_VELOCITY,1522203062.3881404,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1522203062.3883495,-0.1162897,0.1956836,-0.0107894
MsgID.LOCAL_VELOCITY,1522203062.3883495,0.0000235,-0.0000515,0.0000235
MsgID.GLOBAL_POSITION,1522203062.3885694,-122.3974504,37.7924788,0.0430000
MsgID.LOCAL_VELOCITY,1522203062.3885694,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1522203062.3887815,-0.2098346,0.2585685,-0.0522248
MsgID.LOCAL_VELOCITY,1522203062.3887815,0.0000073,0.0000154,0.0000200
MsgID.GLOBAL_POSITION,1522203062.3890009,-122.3974513,37.7924778,0.0870000
MsgID.LOCAL_VELOCITY,1522203062.3890009,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1522203062.3892088,-0.2986521,0.1192544,-0.0974802
MsgID.LOCAL_VELOCITY,1522203062.3892088,0.0000071,0.0000119,0.0000095
MsgID.STATE,1522203062.3894987,True,True
MsgID.GLOBAL_HOME,1522203062.3897195,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1522203062.3899026,-122.3974529,37.7924781,0.1320000
MsgID.LOCAL_VELOCITY,1522203062.3899026,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1522203062.3901174,-0.2518684,0.0449085,-0.1369771
MsgID.LOCAL_VELOCITY,1522203062.3901174,0.0000145,-0.0000065,0.0000202
MsgID.GLOBAL_POSITION,1522203062.3903432,-122.3974522,37.7924783,0.1600000
MsgID.LOCAL_VELOCITY,1522203062.3903432,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1522203062.3905528,-0.2376915,0.0587884,-0.1651132
MsgID.LOCAL_VELOCITY,1522203062.3905528,0.0000068,-0.0000183,0.0000143
MsgID.GLOBAL_POSITION,1522203062.3907716,-122.3974539,37.7924783,0.1750000
MsgID.LOCAL_VELOCITY,1522203062.3907716,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1522203062.3909798,-0.2440712,-0.0453594,-0.1768181
MsgID.LOCAL_VELOCITY,1522203062.3909798,-0.0000044,-0.0000116,0.0000143
